LabelName,Weight
/m/06y5r,0.8610265829609525
/m/0306r,0.8640744646705488
/m/076bq,0.8640744646705488
/m/03qrc,0.8941429899979122
/m/03dnzn,0.895783619337358
/m/01xs3r,0.8990830065172377
/m/02wv84t,0.9281408223172245
/m/057p5t,0.9442980126476984
/m/01dy8n,0.9479651893958448
/m/01gllr,0.9553856605457144
/m/05ctyq,0.9725140887228289
/m/05bm6,0.9943015733989004
/m/0fx9l,1.0066022114203301
/m/01b9xk,1.0128673704125728
/m/02pkr5,1.014973123781414
/m/03ldnb,1.021343247989247
/m/061hd_,1.0567144427248054
/m/0dkzw,1.0590066649432974
/m/0llzx,1.077708769401457
/m/015wgc,1.0921746589236243
/m/012n7d,1.0921746589236243
/m/01vbnl,1.1095501648610457
/m/0fbw6,1.1223036150318622
/m/044r5d,1.1248895680618896
/m/0h8lkj8,1.1274874654477138
/m/01pns0,1.13009739013625
/m/0fldg,1.138000169088252
/m/01dws,1.1433303806530681
/m/07kng9,1.148710758914965
/m/0176mf,1.1568769491442181
/m/04h8sr,1.1820873427091043
/m/01krhy,1.187839592551971
/m/02w3_ws,1.1936480991170173
/m/01lsmm,1.2235640915760904
/m/013y1f,1.2266383732132162
/m/02pv19,1.2390915546671575
/m/0ccs93,1.261504063407907
/m/0cjs7,1.261504063407907
/m/0fz0h,1.2746790405714363
/m/0dq75,1.2813702691308664
/m/04v6l4,1.2949657096521487
/m/09gtd,1.2949657096521487
/m/047v4b,1.2984097673905852
/m/0dv77,1.3018721934369601
/m/047j0r,1.305353135130642
/m/02gzp,1.319465060915838
/m/01x3jk,1.3338854440952461
/m/01lcw4,1.3338854440952461
/m/01hrv5,1.3486245097758567
/m/0l14j_,1.3486245097758567
/m/04y4h8h,1.3636929400526818
/m/058qzx,1.394863064396743
/m/054fyh,1.4069223992474353
/m/0162_1,1.4443848299966275
/m/03kt2w,1.4443848299966275
/m/0h8n6ft,1.4486708383942435
/m/0420v5,1.4529823587466073
/m/07xyvk,1.5114615248881118
/m/043nyj,1.5400696294601264
/m/0nybt,1.554783670505924
/m/04vv5k,1.6273402417962002
/m/04169hn,1.6273402417962002
/m/0wdt60w,1.66055126713898
/m/01f91_,1.66055126713898
/m/03v5tg,1.6719249059550003
/m/03bbps,1.6834554225477933
/m/0dv9c,1.7373739236258365
/m/019h78,1.7435788304959288
/m/07cx4,1.7817593888279566
/m/06pcq,1.7882859799958244
/m/0h8n6f9,1.8353461373641355
/m/01m4t,1.856281644634449
/m/01j3zr,1.8633666890796186
/m/01f8m5,1.884950087022626
/m/03m3vtv,1.9145179315249414
/m/0hdln,1.9296524606279055
/m/030610,1.9765266094690692
/m/04g2r,2.059924356704051
/m/02f9f_,2.0774556278249365
/m/02pjr4,2.0774556278249365
/m/03m5k,2.113428885449611
/m/0c568,2.131886779645677
/m/02g30s,2.179473538119911
/m/063rgb,2.2601947802725
/m/02pdsw,2.292028509572113
/m/03q5t,2.3028399648059437
/m/02w3r3,2.3247717739945717
/m/09dzg,2.381473524579805
/m/01j5ks,2.393147414406177
/m/06_72j,2.4532767464264325
/m/076lb9,2.5165055285508253
/m/03y6mg,2.542719127806563
/m/02x8cch,2.7122337363270006
/m/0frqm,2.7582037996545767
/m/02lbcq,2.8057590375796555
/m/046dlr,2.888769659993255
/m/0d20w4,2.9059647174932146
/m/0584n8,3.0135930403633338
/m/05kms,3.0135930403633338
/m/05441v,3.2546804835924004
/m/0175cv,3.4140005072647557
/m/02ctlc,3.698500549536819
/m/02tsc9,3.9056165803108804
/m/0lt4_,3.969122540966342
/m/0h8n27j,4.137305699481865
/m/03jbxj,5.033011057101651
/m/01kb5b,5.547750824305228
/m/01bms0,5.743553794574824
/m/04zwwv,5.811929434986429
/m/07v9_z,6.59732530457919
/m/01k6s3,6.687699623820001
/m/02d1br,7.628157383419689
/m/02cvgx,11.353536570671166
/m/07dd4,24.410103626943005
/m/0h8ntjv,34.87157660991858
